id_stacji,stacja,rzeka,wojewodztwo,lon,lat,rok_zalozenia_stacji,rzedna_zerawodowskazu,kilometr_biegu_rzeki,stan_alarmowy,stan_ostrzegawczy,stan_wody,stan_wody_data_pomiaru,temperatura_wody,temperatura_wody_data_pomiaru,przeplyw,przeplyw_data,zjawisko_lodowe,zjawisko_lodowe_data_pomiaru,zjawisko_zarastania,zjawisko_zarastania_data_pomiaru
153220100,Burzyn,Biebrza,podlaskie,22.4592,53.2742,1946,98.942,7.88,400,380,198,2026-08-02 14:30:00,23.4,2026-08-02 06:00:00,10.9,2026-08-02 14:30:00,4,2026-03-02 06:00:00,321,2026-07-09 07:10:00
