id_stacji,stacja,rzeka,wojewodztwo,lon,lat,stan_wody,stan_wody_data_pomiaru,temperatura_wody,temperatura_wody_data_pomiaru,przelyw,przeplyw_data,zjawisko_lodowe,zjawisko_lodowe_data_pomiaru,zjawisko_zarastania,zjawisko_zarastania_data_pomiaru
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,14.2644,53.9083,492,2026-03-05 22:00:00,1.6,2026-03-05 06:00:00,,,0,2026-03-04 12:00:00,,
