id_stacji,stacja,rzeka,wojewodztwo,lon,lat,stan_wody,stan_wody_data_pomiaru,temperatura_wody,temperatura_wody_data_pomiaru,przeplyw,przeplyw_data,zjawisko_lodowe,zjawisko_lodowe_data_pomiaru,zjawisko_zarastania,zjawisko_zarastania_data_pomiaru
153220100,Burzyn,Biebrza,podlaskie,22.4592,53.2742,182,2026-06-23 09:00:00,22.6,2026-06-22 06:00:00,10.3,2026-06-23 09:10:00,4,2026-03-02 06:00:00,110,2026-06-03 09:40:00
