id_stacji,stacja,rzeka,wojewodztwo,lon,lat,stan_wody,stan_wody_data_pomiaru,temperatura_wody,temperatura_wody_data_pomiaru,przelyw,przeplyw_data,zjawisko_lodowe,zjawisko_lodowe_data_pomiaru,zjawisko_zarastania,zjawisko_zarastania_data_pomiaru
153220130,Strękowa Góra,Narew,podlaskie,22.5386,53.2197,155,2025-10-30 22:00:00,,,15.2,2025-10-30 21:50:00,0,2025-03-28 10:10:00,210,2025-09-09 14:20:00
