id_stacji,stacja,rzeka,wojewodztwo,lon,lat,stan_wody,stan_wody_data_pomiaru,temperatura_wody,temperatura_wody_data_pomiaru,przelyw,przeplyw_data,zjawisko_lodowe,zjawisko_lodowe_data_pomiaru,zjawisko_zarastania,zjawisko_zarastania_data_pomiaru
154180090,Puck,Zatoka Pucka,pomorskie,18.4108,54.7225,530,2025-06-20 06:00:00,13.4,2025-05-23 06:00:00,,,0,2018-09-11 10:00:00,0,2020-03-24 10:11:00
