id_stacji,stacja,rzeka,wojewodztwo,lon,lat,stan_wody,stan_wody_data_pomiaru,temperatura_wody,temperatura_wody_data_pomiaru,przeplyw,przeplyw_data,zjawisko_lodowe,zjawisko_lodowe_data_pomiaru,zjawisko_zarastania,zjawisko_zarastania_data_pomiaru
153220130,Strękowa Góra,Narew,podlaskie,22.5386,53.2197,131,2026-06-15 18:00:00,,,11.5,2026-06-15 18:10:00,0,2026-03-18 16:00:00,100,2026-05-21 14:00:00
