id_stacji,stacja,rzeka,wojewodztwo,lon,lat,stan_wody,stan_wody_data_pomiaru,temperatura_wody,temperatura_wody_data_pomiaru,przeplyw,przeplyw_data,zjawisko_lodowe,zjawisko_lodowe_data_pomiaru,zjawisko_zarastania,zjawisko_zarastania_data_pomiaru
153220100,Burzyn,Biebrza,podlaskie,22.4592,53.2742,179,2026-05-12 16:00:00,13.4,2026-05-12 06:00:00,16.8,2026-05-12 15:50:00,4,2026-03-02 06:00:00,0,2026-04-16 09:50:00
