kod_stacji,nazwa_stacji,lon,lat,rok_zalozenia_stacji,wysokosc_npm,temperatura_gruntu,temperatura_gruntu_data,temperatura_powietrza,temperatura_powietrza_data,wiatr_kierunek,wiatr_kierunek_data,wiatr_srednia_predkosc,wiatr_srednia_predkosc_data,wiatr_predkosc_maksymalna,wiatr_predkosc_maksymalna_data,wilgotnosc_wzgledna,wilgotnosc_wzgledna_data,wiatr_poryw_10min,wiatr_poryw_10min_data,opad_10min,opad_10min_data
353140200,ŚWINOUJŚCIE,14.242222,53.923333,1946,4,21.7,2026-08-15 06:20:00,20.7,2026-08-15 06:10:00,177,2026-08-15 06:20:00,4,2026-08-15 06:20:00,6.7,2026-08-15 06:20:00,59.2,2026-08-15 06:20:00,12,2026-08-11 12:00:00,0,2026-08-15 06:20:00
