kod_stacji,nazwa_stacji,lon,lat,rok_zalozenia_stacji,wysokosc_npm,temperatura_gruntu,temperatura_gruntu_data,temperatura_powietrza,temperatura_powietrza_data,wiatr_kierunek,wiatr_kierunek_data,wiatr_srednia_predkosc,wiatr_srednia_predkosc_data,wiatr_predkosc_maksymalna,wiatr_predkosc_maksymalna_data,wilgotnosc_wzgledna,wilgotnosc_wzgledna_data,wiatr_poryw_10min,wiatr_poryw_10min_data,opad_10min,opad_10min_data
253220130,RADZIŁÓW,22.405278,53.413889,1963,115,,,,,,,,,,,,,,,0.4,2026-08-29 12:00:00
