id_stacji,stacja,rzeka,wojewodztwo,lon,lat,rok_zalozenia_stacji,rzedna_zerawodowskazu,kilometr_biegu_rzeki,stan_alarmowy,stan_ostrzegawczy,stan_wody,stan_wody_data_pomiaru,temperatura_wody,temperatura_wody_data_pomiaru,przeplyw,przeplyw_data,zjawisko_lodowe,zjawisko_lodowe_data_pomiaru,zjawisko_zarastania,zjawisko_zarastania_data_pomiaru
154180090,Puck,Zatoka Pucka,pomorskie,18.4108,54.7225,1931,-4.911,0,570,550,523,2026-08-26 14:20:00,18.8,2026-08-26 06:00:00,,,0,2018-09-11 10:00:00,0,2020-03-24 10:11:00
