id_stacji,stacja,rzeka,wojewodztwo,lon,lat,rok_zalozenia_stacji,rzedna_zerawodowskazu,kilometr_biegu_rzeki,stan_alarmowy,stan_ostrzegawczy,stan_wody,stan_wody_data_pomiaru,temperatura_wody,temperatura_wody_data_pomiaru,przeplyw,przeplyw_data,zjawisko_lodowe,zjawisko_lodowe_data_pomiaru,zjawisko_zarastania,zjawisko_zarastania_data_pomiaru
153220130,Strękowa Góra,Narew,podlaskie,22.5386,53.2197,1916,99.274,260.04,440,420,155,2026-08-29 02:50:00,,,12.3,2026-08-29 03:10:00,0,2026-03-18 16:00:00,221,2026-08-25 06:50:00
