kod_stacji,nazwa_stacji,lon,lat,temperatura_gruntu,temperatura_gruntu_data,temperatura_powietrza,temperatura_powietrza_data,wiatr_kierunek,wiatr_kierunek_data,wiatr_srednia_predkosc,wiatr_srednia_predkosc_data,wiatr_predkosc_maksymalna,wiatr_predkosc_maksymalna_data,wilgotnosc_wzgledna,wilgotnosc_wzgledna_data,wiatr_poryw_10min,wiatr_poryw_10min_data,opad_10min,opad_10min_data
353140200,ŚWINOUJŚCIE,14.242222,53.923333,7.7,2026-04-11 06:40:00,2.7,2026-04-11 06:10:00,23,2026-04-11 06:40:00,0.8,2026-04-11 06:40:00,0.9,2026-04-11 06:40:00,87.2,2026-04-11 06:40:00,9,2026-04-10 06:00:00,0,2026-04-11 06:30:00
