kod_stacji,nazwa_stacji,lon,lat,temperatura_gruntu,temperatura_gruntu_data,wiatr_kierunek,wiatr_kierunek_data,wiatr_srednia_predkosc,wiatr_srednia_predkosc_data,wiatr_predkosc_maksymalna,wiatr_predkosc_maksymalna_data,wilgotnosc_wzgledna,wilgotnosc_wzgledna_data,wiatr_poryw_10min,wiatr_poryw_10min_data,opad_10min,opad_10min_data
353140200,ŚWINOUJŚCIE,14.242222,53.923333,11.4,2025-04-18 05:50:00,312,2025-04-18 05:50:00,2.2,2025-04-18 05:50:00,2.7,2025-04-18 05:50:00,90.9,2025-04-18 05:50:00,,,0,2025-04-18 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,9.1,2025-04-11 21:50:00,261,2025-04-11 21:50:00,1.6,2025-04-11 21:50:00,3.4,2025-04-11 21:50:00,85.0,2025-04-11 21:50:00,,,0,2025-04-11 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,11.0,2025-04-20 05:50:00,179,2025-04-20 05:50:00,2.7,2025-04-20 05:50:00,4.4,2025-04-20 05:50:00,85.6,2025-04-20 05:50:00,,,0,2025-04-20 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,8.0,2025-04-29 21:50:00,264,2025-04-29 21:50:00,2.2,2025-04-29 21:50:00,4.1,2025-04-29 21:50:00,88.6,2025-04-29 21:50:00,,,0,2025-04-29 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,9.7,2025-04-21 05:50:00,325,2025-04-21 05:50:00,0.7,2025-04-21 05:50:00,0.9,2025-04-21 05:50:00,97.2,2025-04-21 05:50:00,,,0,2025-04-21 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,16.3,2025-04-21 13:50:00,329,2025-04-21 13:50:00,4.1,2025-04-21 13:50:00,4.6,2025-04-21 13:50:00,82.3,2025-04-21 13:50:00,,,0,2025-04-21 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,17.6,2025-04-27 13:50:00,37,2025-04-27 13:50:00,6.1,2025-04-27 13:50:00,6.8,2025-04-27 13:50:00,60.0,2025-04-27 13:50:00,,,0,2025-04-27 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,10.5,2025-04-19 13:50:00,201,2025-04-19 13:50:00,2.7,2025-04-19 13:50:00,5.1,2025-04-19 13:50:00,88.1,2025-04-19 13:50:00,,,0,2025-04-19 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,11.7,2025-04-23 05:50:00,340,2025-04-23 05:50:00,3.2,2025-04-23 05:50:00,3.6,2025-04-23 05:50:00,83.4,2025-04-23 05:50:00,,,0,2025-04-23 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,15.9,2025-03-25 10:20:00,24,2025-03-25 10:20:00,1.6,2025-03-25 10:20:00,2.7,2025-03-25 10:20:00,71.0,2025-03-25 10:20:00,,,0,2025-04-06 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,16.3,2025-04-15 21:50:00,133,2025-04-15 21:50:00,2.7,2025-04-15 21:50:00,6.6,2025-04-15 21:50:00,68.0,2025-04-15 21:50:00,,,0,2025-04-15 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,15.9,2025-03-25 10:20:00,24,2025-03-25 10:20:00,1.6,2025-03-25 10:20:00,2.7,2025-03-25 10:20:00,71.0,2025-03-25 10:20:00,,,0,2025-04-01 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,7.9,2025-04-24 21:50:00,35,2025-04-24 21:50:00,8.2,2025-04-24 21:50:00,10.6,2025-04-24 21:50:00,94.3,2025-04-24 21:50:00,,,0,2025-04-24 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,2.5,2025-04-10 05:50:00,177,2025-04-10 05:50:00,2.1,2025-04-10 05:50:00,3.6,2025-04-10 05:50:00,83.8,2025-04-10 05:50:00,,,0,2025-04-10 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,12.6,2025-04-26 13:50:00,44,2025-04-26 13:50:00,8.1,2025-04-26 13:50:00,9.6,2025-04-26 13:50:00,64.7,2025-04-26 13:50:00,,,0,2025-04-26 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,15.9,2025-03-25 10:20:00,24,2025-03-25 10:20:00,1.6,2025-03-25 10:20:00,2.7,2025-03-25 10:20:00,71.0,2025-03-25 10:20:00,,,0,2025-04-01 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,15.9,2025-03-25 10:20:00,24,2025-03-25 10:20:00,1.6,2025-03-25 10:20:00,2.7,2025-03-25 10:20:00,71.0,2025-03-25 10:20:00,,,0,2025-04-07 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,15.9,2025-03-25 10:20:00,24,2025-03-25 10:20:00,1.6,2025-03-25 10:20:00,2.7,2025-03-25 10:20:00,71.0,2025-03-25 10:20:00,,,0,2025-04-03 13:20:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,6.5,2025-04-08 05:50:00,63,2025-04-08 05:50:00,1.9,2025-04-08 05:50:00,2.7,2025-04-08 05:50:00,77.0,2025-04-08 05:50:00,,,0,2025-04-08 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,20.1,2025-04-16 13:50:00,89,2025-04-16 13:50:00,4.9,2025-04-16 13:50:00,5.8,2025-04-16 13:50:00,69.8,2025-04-16 13:50:00,,,0,2025-04-16 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,9.2,2025-04-25 05:50:00,49,2025-04-25 05:50:00,5.7,2025-04-25 05:50:00,7.1,2025-04-25 05:50:00,75.5,2025-04-25 05:50:00,,,0,2025-04-25 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,15.9,2025-03-25 10:20:00,24,2025-03-25 10:20:00,1.6,2025-03-25 10:20:00,2.7,2025-03-25 10:20:00,71.0,2025-03-25 10:20:00,,,0,2025-04-04 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,16.2,2025-04-17 05:50:00,116,2025-04-17 05:50:00,2.5,2025-04-17 05:50:00,4.9,2025-04-17 05:50:00,68.6,2025-04-17 05:50:00,,,0,2025-04-17 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,15.9,2025-03-25 10:20:00,24,2025-03-25 10:20:00,1.6,2025-03-25 10:20:00,2.7,2025-03-25 10:20:00,71.0,2025-03-25 10:20:00,,,0,2025-04-06 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,6.4,2025-04-25 21:50:00,38,2025-04-25 21:50:00,3.5,2025-04-25 21:50:00,4.8,2025-04-25 21:50:00,77.0,2025-04-25 21:50:00,,,0,2025-04-25 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,12.8,2025-04-09 13:50:00,315,2025-04-09 13:50:00,3.2,2025-04-09 13:50:00,3.9,2025-04-09 13:50:00,54.2,2025-04-09 13:50:00,,,0,2025-04-09 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,15.9,2025-03-25 10:20:00,24,2025-03-25 10:20:00,1.6,2025-03-25 10:20:00,2.7,2025-03-25 10:20:00,71.0,2025-03-25 10:20:00,,,0,2025-04-05 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,14.9,2025-04-16 05:50:00,165,2025-04-16 05:50:00,2.6,2025-04-16 05:50:00,4.4,2025-04-16 05:50:00,84.2,2025-04-16 05:50:00,,,0,2025-04-16 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,10.7,2025-04-28 05:50:00,186,2025-04-28 05:50:00,3.7,2025-04-28 05:50:00,5.4,2025-04-28 05:50:00,58.0,2025-04-28 05:50:00,,,0,2025-04-28 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,15.9,2025-03-25 10:20:00,24,2025-03-25 10:20:00,1.6,2025-03-25 10:20:00,2.7,2025-03-25 10:20:00,71.0,2025-03-25 10:20:00,,,0,2025-04-05 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,7.7,2025-04-09 21:50:00,313,2025-04-09 21:50:00,10.0,2025-04-09 21:50:00,12.5,2025-04-09 21:50:00,84.1,2025-04-09 21:50:00,,,0,2025-04-09 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,1.0,2025-04-27 21:50:00,171,2025-04-27 21:50:00,1.8,2025-04-27 21:50:00,2.2,2025-04-27 21:50:00,90.5,2025-04-27 21:50:00,,,0,2025-04-27 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,22.0,2025-04-29 13:50:00,327,2025-04-29 13:50:00,5.7,2025-04-29 13:50:00,7.1,2025-04-29 13:50:00,71.1,2025-04-29 13:50:00,,,0,2025-04-29 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,8.9,2025-04-26 05:50:00,142,2025-04-26 05:50:00,2.0,2025-04-26 05:50:00,4.0,2025-04-26 05:50:00,59.7,2025-04-26 05:50:00,,,0,2025-04-26 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,14.2,2025-04-25 13:50:00,38,2025-04-25 13:50:00,8.0,2025-04-25 13:50:00,9.2,2025-04-25 13:50:00,65.6,2025-04-25 13:50:00,,,0,2025-04-25 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,21.6,2025-04-30 13:50:00,335,2025-04-30 13:50:00,1.7,2025-04-30 13:50:00,2.9,2025-04-30 13:50:00,70.7,2025-04-30 13:50:00,,,0,2025-04-30 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,4.3,2025-04-14 21:50:00,56,2025-04-14 21:50:00,0.7,2025-04-14 21:50:00,1.8,2025-04-14 21:50:00,95.2,2025-04-14 21:50:00,,,0,2025-04-14 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,25.3,2025-04-13 13:50:00,179,2025-04-13 13:50:00,4.9,2025-04-13 13:50:00,10.4,2025-04-13 13:50:00,35.4,2025-04-13 13:50:00,,,0,2025-04-13 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,9.0,2025-04-12 05:50:00,229,2025-04-12 05:50:00,1.5,2025-04-12 05:50:00,3.4,2025-04-12 05:50:00,91.5,2025-04-12 05:50:00,,,0,2025-04-12 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,13.3,2025-04-10 13:50:00,352,2025-04-10 13:50:00,1.8,2025-04-10 13:50:00,2.4,2025-04-10 13:50:00,59.1,2025-04-10 13:50:00,,,0,2025-04-10 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,15.9,2025-03-25 10:20:00,24,2025-03-25 10:20:00,1.6,2025-03-25 10:20:00,2.7,2025-03-25 10:20:00,71.0,2025-03-25 10:20:00,,,0,2025-04-05 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,9.1,2025-04-13 21:50:00,199,2025-04-13 21:50:00,2.3,2025-04-13 21:50:00,2.9,2025-04-13 21:50:00,82.4,2025-04-13 21:50:00,,,0,2025-04-13 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,15.3,2025-04-23 13:50:00,43,2025-04-23 13:50:00,3.7,2025-04-23 13:50:00,4.2,2025-04-23 13:50:00,68.5,2025-04-23 13:50:00,,,0,2025-04-23 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,9.1,2025-04-30 21:50:00,258,2025-04-30 21:50:00,2.0,2025-04-30 21:50:00,3.4,2025-04-30 21:50:00,86.0,2025-04-30 21:50:00,,,0,2025-04-30 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,13.7,2025-04-12 13:50:00,14,2025-04-12 13:50:00,2.9,2025-04-12 13:50:00,3.5,2025-04-12 13:50:00,75.6,2025-04-12 13:50:00,,,0,2025-04-12 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,29.5,2025-04-17 13:50:00,156,2025-04-17 13:50:00,3.0,2025-04-17 13:50:00,6.5,2025-04-17 13:50:00,34.4,2025-04-17 13:50:00,,,0,2025-04-17 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,15.9,2025-03-25 10:20:00,24,2025-03-25 10:20:00,1.6,2025-03-25 10:20:00,2.7,2025-03-25 10:20:00,71.0,2025-03-25 10:20:00,,,0,2025-04-01 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,8.7,2025-04-11 05:50:00,285,2025-04-11 05:50:00,5.6,2025-04-11 05:50:00,11.0,2025-04-11 05:50:00,76.9,2025-04-11 05:50:00,,,0,2025-04-11 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,8.7,2025-04-10 21:50:00,253,2025-04-10 21:50:00,3.7,2025-04-10 21:50:00,7.6,2025-04-10 21:50:00,68.6,2025-04-10 21:50:00,,,0,2025-04-10 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,10.4,2025-04-16 21:50:00,81,2025-04-16 21:50:00,3.2,2025-04-16 21:50:00,3.6,2025-04-16 21:50:00,91.5,2025-04-16 21:50:00,,,0,2025-04-16 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,8.3,2025-04-09 05:50:00,230,2025-04-09 05:50:00,1.9,2025-04-09 05:50:00,3.8,2025-04-09 05:50:00,55.9,2025-04-09 05:50:00,,,0,2025-04-09 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,16.8,2025-04-14 13:50:00,57,2025-04-14 13:50:00,2.4,2025-04-14 13:50:00,3.0,2025-04-14 13:50:00,78.8,2025-04-14 13:50:00,,,0,2025-04-14 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,9.5,2025-04-19 05:50:00,229,2025-04-19 05:50:00,1.8,2025-04-19 05:50:00,3.4,2025-04-19 05:50:00,95.5,2025-04-19 05:50:00,,,0,2025-04-19 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,15.9,2025-03-25 10:20:00,24,2025-03-25 10:20:00,1.6,2025-03-25 10:20:00,2.7,2025-03-25 10:20:00,71.0,2025-03-25 10:20:00,,,0,2025-04-02 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,11.7,2025-04-15 05:50:00,81,2025-04-15 05:50:00,4.4,2025-04-15 05:50:00,5.7,2025-04-15 05:50:00,89.5,2025-04-15 05:50:00,,,0,2025-04-15 05:50:00
