id_stacji,stacja,rzeka,województwo,stan_wody,stan_wody_data_pomiaru,temperatura_wody,temperatura_wody_data_pomiaru,zjawisko_lodowe,zjawisko_lodowe_data_pomiaru,zjawisko_zarastania,zjawisko_zarastania_data_pomiaru
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,524,2025-03-21 21:10:00,4.7,2025-03-21 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,502,2025-03-20 14:10:00,4.8,2025-03-20 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,518,2025-03-08 13:10:00,3.6,2025-03-08 13:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,504,2025-03-19 21:10:00,5.0,2025-03-19 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,518,2025-03-08 21:10:00,3.5,2025-03-08 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,481,2025-03-05 21:10:00,3.4,2025-03-05 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,511,2025-03-07 21:10:00,3.6,2025-03-07 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,518,2025-03-13 14:10:00,5.0,2025-03-13 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,514,2025-03-22 21:10:00,4.8,2025-03-22 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,492,2025-03-18 06:10:00,4.9,2025-03-18 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,496,2025-03-02 13:10:00,2.6,2025-03-02 13:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,498,2025-03-01 21:10:00,2.4,2025-03-01 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,512,2025-03-30 21:10:00,7.4,2025-03-30 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,494,2025-03-28 06:10:00,7.8,2025-03-28 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,477,2025-03-05 14:10:00,3.2,2025-03-05 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,496,2025-03-19 06:10:00,4.7,2025-03-19 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,495,2025-03-28 14:10:00,7.8,2025-03-28 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,495,2025-03-30 06:10:00,6.1,2025-03-30 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,530,2025-03-09 06:10:00,3.5,2025-03-09 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,509,2025-03-17 14:10:00,4.2,2025-03-17 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,533,2025-03-17 06:10:00,3.9,2025-03-17 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,521,2025-03-08 06:10:00,3.4,2025-03-08 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,486,2025-03-03 14:10:00,2.6,2025-03-03 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,486,2025-03-04 14:10:00,2.9,2025-03-04 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,506,2025-03-26 21:10:00,6.4,2025-03-26 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,517,2025-03-13 06:10:00,5.0,2025-03-13 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,500,2025-03-06 14:10:00,3.5,2025-03-06 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,539,2025-03-11 06:10:00,3.7,2025-03-11 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,502,2025-03-27 06:10:00,6.1,2025-03-27 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,479,2025-03-04 06:10:00,2.7,2025-03-04 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,491,2025-03-17 21:10:00,4.8,2025-03-17 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,514,2025-03-16 13:10:00,5.3,2025-03-16 13:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,494,2025-03-02 06:10:00,2.4,2025-03-02 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,525,2025-03-09 13:10:00,3.6,2025-03-09 13:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,498,2025-03-19 14:10:00,5.1,2025-03-19 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,492,2025-03-27 14:10:00,6.6,2025-03-27 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,503,2025-03-30 13:10:00,7.2,2025-03-30 13:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,524,2025-03-13 21:10:00,4.8,2025-03-13 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,528,2025-03-10 14:10:00,3.9,2025-03-10 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,533,2025-03-10 21:10:00,3.8,2025-03-10 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,490,2025-03-06 06:10:00,3.4,2025-03-06 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,530,2025-03-09 21:10:00,3.6,2025-03-09 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,486,2025-03-25 14:10:00,7.2,2025-03-25 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,501,2025-03-24 14:10:00,6.7,2025-03-24 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,519,2025-03-14 13:10:00,4.9,2025-03-14 13:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,481,2025-03-05 06:10:00,3.1,2025-03-05 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,495,2025-03-15 21:10:00,5.3,2025-03-15 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,522,2025-03-11 21:10:00,4.4,2025-03-11 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,523,2025-03-12 06:10:00,4.9,2025-03-12 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,521,2025-03-21 14:10:00,4.8,2025-03-21 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,518,2025-03-31 21:10:00,6.5,2025-03-31 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,520,2025-03-07 06:10:00,3.2,2025-03-07 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,485,2025-03-02 21:10:00,2.5,2025-03-02 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,496,2025-03-18 21:10:00,4.7,2025-03-18 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,507,2025-03-18 14:10:00,4.8,2025-03-18 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,516,2025-03-21 06:10:00,5.0,2025-03-21 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,533,2025-03-10 06:10:00,3.5,2025-03-10 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,508,2025-03-26 14:10:00,6.3,2025-03-26 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,515,2025-03-23 06:10:00,5.6,2025-03-23 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,523,2025-03-31 06:10:00,6.4,2025-03-31 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,521,2025-03-12 14:00:00,5.0,2025-03-12 14:00:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,482,2025-03-03 21:10:00,2.7,2025-03-03 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,501,2025-03-20 06:10:00,5.0,2025-03-20 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,528,2025-03-11 14:10:00,4.1,2025-03-11 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,522,2025-03-22 13:10:00,4.7,2025-03-22 13:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,517,2025-03-12 21:10:00,5.0,2025-03-12 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,513,2025-03-15 06:10:00,4.8,2025-03-15 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,487,2025-03-27 21:10:00,7.3,2025-03-27 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,507,2025-03-01 13:10:00,2.5,2025-03-01 13:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,493,2025-03-04 21:10:00,2.9,2025-03-04 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,519,2025-03-23 13:10:00,6.0,2025-03-23 13:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,497,2025-03-24 21:10:00,6.9,2025-03-24 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,498,2025-03-28 21:10:00,7.6,2025-03-28 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,511,2025-03-29 13:10:00,6.1,2025-03-29 13:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,512,2025-03-24 06:10:00,6.3,2025-03-24 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,516,2025-03-23 21:10:00,5.6,2025-03-23 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,501,2025-03-26 06:10:00,7.3,2025-03-26 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,517,2025-03-14 21:10:00,4.9,2025-03-14 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,514,2025-03-07 13:10:00,3.5,2025-03-07 13:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,525,2025-03-31 14:10:00,6.4,2025-03-31 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,494,2025-03-25 06:10:00,6.9,2025-03-25 06:10:00,0,2024-01-21 06:00:00,,
