id_stacji,stacja,rzeka,województwo,stan_wody,stan_wody_data_pomiaru,temperatura_wody,temperatura_wody_data_pomiaru,zjawisko_lodowe,zjawisko_lodowe_data_pomiaru,zjawisko_zarastania,zjawisko_zarastania_data_pomiaru
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,505,2025-04-30 21:10:00,12.4,2025-04-30 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,513,2025-04-07 06:10:00,8.2,2025-04-07 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,503,2025-04-25 21:10:00,12.9,2025-04-25 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,497,2025-04-26 13:10:00,13.5,2025-04-26 13:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,491,2025-04-27 06:10:00,13.3,2025-04-27 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,498,2025-04-10 06:10:00,8.3,2025-04-10 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,508,2025-04-18 06:10:00,10.6,2025-04-18 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,506,2025-04-23 06:10:00,13.3,2025-04-23 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,504,2025-04-23 21:10:00,13.4,2025-04-23 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,501,2025-04-04 06:10:00,9.2,2025-04-04 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,524,2025-04-05 06:10:00,7.0,2025-04-05 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,504,2025-04-13 06:10:00,9.4,2025-04-13 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,532,2025-04-05 21:10:00,7.0,2025-04-05 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,511,2025-04-11 21:10:00,8.5,2025-04-11 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,509,2025-04-21 14:10:00,11.2,2025-04-21 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,491,2025-04-12 06:10:00,8.4,2025-04-12 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,504,2025-04-22 21:10:00,12.8,2025-04-22 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,504,2025-04-04 14:10:00,8.7,2025-04-04 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,514,2025-04-19 06:10:00,12.1,2025-04-19 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,501,2025-04-23 14:10:00,13.5,2025-04-23 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,513,2025-04-17 21:10:00,11.0,2025-04-17 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,504,2025-04-22 14:10:00,11.4,2025-04-22 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,513,2025-04-22 06:10:00,11.4,2025-04-22 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,519,2025-04-24 14:10:00,11.5,2025-04-24 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,507,2025-04-16 21:10:00,11.2,2025-04-16 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,479,2025-04-10 21:10:00,9.0,2025-04-10 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,510,2025-04-25 14:10:00,12.7,2025-04-25 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,482,2025-04-28 21:10:00,13.6,2025-04-28 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,508,2025-04-02 21:10:00,8.3,2025-04-02 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,503,2025-04-12 21:10:00,9.6,2025-04-12 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,501,2025-04-08 14:10:00,8.7,2025-04-08 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,514,2025-04-24 06:10:00,12.5,2025-04-24 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,491,2025-04-27 13:10:00,13.4,2025-04-27 13:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,523,2025-04-06 06:10:00,6.9,2025-04-06 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,491,2025-04-30 06:10:00,12.0,2025-04-30 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,494,2025-04-09 14:10:00,9.2,2025-04-09 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,514,2025-04-24 21:10:00,11.3,2025-04-24 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,492,2025-04-03 21:10:00,8.9,2025-04-03 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,510,2025-04-01 21:10:00,7.5,2025-04-01 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,501,2025-04-26 21:00:00,13.5,2025-04-26 21:00:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,508,2025-04-07 14:10:00,8.3,2025-04-07 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,514,2025-04-04 21:10:00,8.0,2025-04-04 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,542,2025-04-05 13:10:00,7.0,2025-04-05 13:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,508,2025-04-19 13:10:00,11.5,2025-04-19 13:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,502,2025-04-07 21:10:00,8.3,2025-04-07 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,502,2025-04-14 21:10:00,9.9,2025-04-14 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,498,2025-04-11 06:10:00,9.6,2025-04-11 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,482,2025-04-28 06:10:00,13.3,2025-04-28 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,501,2025-04-29 21:10:00,12.2,2025-04-29 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,510,2025-04-18 21:10:00,12.5,2025-04-18 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,488,2025-04-12 13:10:00,9.3,2025-04-12 13:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,494,2025-04-06 13:10:00,7.3,2025-04-06 13:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,504,2025-04-20 21:10:00,12.6,2025-04-20 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,494,2025-04-29 14:10:00,12.9,2025-04-29 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,514,2025-04-15 21:10:00,8.6,2025-04-15 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,498,2025-04-02 14:10:00,8.2,2025-04-02 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,508,2025-04-15 06:10:00,9.2,2025-04-15 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,505,2025-04-02 06:10:00,7.7,2025-04-02 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,506,2025-04-16 14:10:00,10.0,2025-04-16 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,497,2025-04-14 06:10:00,9.4,2025-04-14 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,492,2025-04-09 06:10:00,9.0,2025-04-09 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,497,2025-04-03 14:10:00,8.8,2025-04-03 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,511,2025-04-21 06:10:00,11.9,2025-04-21 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,501,2025-04-14 14:10:00,10.2,2025-04-14 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,508,2025-04-01 06:10:00,6.5,2025-04-01 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,498,2025-04-13 21:10:00,9.1,2025-04-13 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,526,2025-04-09 21:10:00,8.5,2025-04-09 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,509,2025-04-16 06:10:00,8.5,2025-04-16 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,496,2025-04-26 06:10:00,13.2,2025-04-26 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,508,2025-04-20 14:10:00,12.7,2025-04-20 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,509,2025-04-21 21:10:00,11.2,2025-04-21 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,506,2025-04-17 06:10:00,11.6,2025-04-17 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,482,2025-04-27 21:10:00,13.3,2025-04-27 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,482,2025-04-29 06:10:00,13.5,2025-04-29 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,503,2025-04-13 13:10:00,9.1,2025-04-13 13:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,506,2025-04-18 13:10:00,11.9,2025-04-18 13:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,509,2025-04-08 06:10:00,8.4,2025-04-08 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,498,2025-04-06 21:10:00,8.1,2025-04-06 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,521,2025-04-11 14:10:00,9.2,2025-04-11 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,505,2025-04-19 21:10:00,11.8,2025-04-19 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,511,2025-04-17 14:10:00,11.0,2025-04-17 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,506,2025-04-10 14:10:00,8.6,2025-04-10 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,481,2025-04-28 14:10:00,13.5,2025-04-28 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,500,2025-04-25 06:10:00,11.2,2025-04-25 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,504,2025-04-03 06:10:00,8.2,2025-04-03 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,490,2025-04-30 14:10:00,11.7,2025-04-30 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,493,2025-04-08 21:10:00,8.8,2025-04-08 21:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,513,2025-04-01 14:10:00,7.3,2025-04-01 14:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,503,2025-04-20 06:10:00,12.4,2025-04-20 06:10:00,0,2024-01-21 06:00:00,,
153140010,Świnoujście,Zatoka Pomorska (ujście Świny),zachodniopomorskie,512,2025-04-15 14:10:00,9.1,2025-04-15 14:10:00,0,2024-01-21 06:00:00,,
