kod_stacji,nazwa_stacji,lon,lat,stan,stan_data,przelyw,przeplyw_data
153140010,ŚWINOUJŚCIE,14.264444,53.908333,502,2025-02-26 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,517,2025-02-14 11:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,487,2025-02-19 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,495,2025-02-25 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,500,2025-02-26 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,448,2025-02-21 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,501,2025-02-19 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,482,2025-02-25 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,486,2025-02-24 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,517,2025-02-14 11:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,517,2025-02-14 11:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,487,2025-02-23 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,506,2025-02-28 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,470,2025-02-22 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,476,2025-02-24 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,517,2025-02-14 11:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,517,2025-02-14 11:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,490,2025-02-25 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,475,2025-02-20 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,517,2025-02-14 11:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,490,2025-02-18 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,487,2025-02-19 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,476,2025-02-22 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,502,2025-02-27 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,517,2025-02-14 11:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,517,2025-02-14 11:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,504,2025-02-27 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,484,2025-02-23 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,517,2025-02-14 11:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,500,2025-02-26 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,517,2025-02-14 11:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,471,2025-02-21 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,503,2025-02-28 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,466,2025-02-20 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,483,2025-02-23 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,517,2025-02-14 11:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,517,2025-02-14 11:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,484,2025-02-20 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,476,2025-02-22 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,514,2025-02-28 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,496,2025-02-18 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,480,2025-02-24 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,517,2025-02-14 11:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,456,2025-02-21 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,502,2025-02-27 05:50:00,,
