kod_stacji,nazwa_stacji,lon,lat,temperatura_gruntu,temperatura_gruntu_data,wiatr_kierunek,wiatr_kierunek_data,wiatr_srednia_predkosc,wiatr_srednia_predkosc_data,wiatr_predkosc_maksymalna,wiatr_predkosc_maksymalna_data,wilgotnosc_wzgledna,wilgotnosc_wzgledna_data,wiatr_poryw_10min,wiatr_poryw_10min_data,opad_10min,opad_10min_data
353140200,ŚWINOUJŚCIE,14.242222,53.923333,-0.7,2025-03-20 05:50:00,184,2025-03-20 05:50:00,3.5,2025-03-20 05:50:00,5.1,2025-03-20 05:50:00,75,2025-03-20 05:50:00,,,0.0,2025-03-20 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,11.4,2025-03-21 13:50:00,53,2025-03-21 13:50:00,5.4,2025-03-21 13:50:00,6.3,2025-03-21 13:50:00,77,2025-03-21 13:50:00,,,0.0,2025-03-21 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,8.2,2025-03-18 13:50:00,334,2025-03-18 13:50:00,4.5,2025-03-18 13:50:00,6.7,2025-03-18 13:50:00,65,2025-03-18 13:50:00,,,0.0,2025-03-18 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,-1.1,2025-03-24 21:50:00,155,2025-03-24 21:50:00,1.6,2025-03-24 21:50:00,2.2,2025-03-24 21:50:00,95,2025-03-24 21:50:00,,,0.0,2025-03-24 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,1.4,2025-03-01 05:50:00,330,2025-03-01 05:50:00,5.9,2025-03-01 05:50:00,7.8,2025-03-01 05:50:00,97,2025-03-01 05:50:00,,,0.0,2025-03-01 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,15.9,2025-03-25 10:20:00,24,2025-03-25 10:20:00,1.6,2025-03-25 10:20:00,2.7,2025-03-25 10:20:00,71,2025-03-25 10:20:00,,,0.0,2025-03-27 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,0.9,2025-03-06 21:50:00,202,2025-03-06 21:50:00,3.1,2025-03-06 21:50:00,4.1,2025-03-06 21:50:00,76,2025-03-06 21:50:00,,,0.0,2025-03-06 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,3.0,2025-03-11 21:50:00,74,2025-03-11 21:50:00,2.0,2025-03-11 21:50:00,2.3,2025-03-11 21:50:00,95,2025-03-11 21:50:00,,,0.0,2025-03-11 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,-0.7,2025-03-09 21:50:00,338,2025-03-09 21:50:00,0.3,2025-03-09 21:50:00,0.8,2025-03-09 21:50:00,91,2025-03-09 21:50:00,,,0.0,2025-03-09 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,-2.3,2025-03-18 05:50:00,242,2025-03-18 05:50:00,3.9,2025-03-18 05:50:00,7.5,2025-03-18 05:50:00,54,2025-03-18 05:50:00,,,0.0,2025-03-18 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,15.9,2025-03-25 10:20:00,24,2025-03-25 10:20:00,1.6,2025-03-25 10:20:00,2.7,2025-03-25 10:20:00,71,2025-03-25 10:20:00,,,0.6,2025-03-31 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,13.0,2025-03-19 13:50:00,244,2025-03-19 13:50:00,2.1,2025-03-19 13:50:00,4.2,2025-03-19 13:50:00,21,2025-03-19 13:50:00,,,0.0,2025-03-19 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,-2.9,2025-03-16 05:50:00,219,2025-03-16 05:50:00,3.6,2025-03-16 05:50:00,5.5,2025-03-16 05:50:00,96,2025-03-16 05:50:00,,,0.0,2025-03-16 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,9.4,2025-03-22 13:50:00,63,2025-03-22 13:50:00,9.9,2025-03-22 13:50:00,13.6,2025-03-22 13:50:00,82,2025-03-22 13:50:00,,,0.0,2025-03-22 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,4.2,2025-03-02 21:50:00,250,2025-03-02 21:50:00,3.1,2025-03-02 21:50:00,5.9,2025-03-02 21:50:00,87,2025-03-02 21:50:00,,,0.0,2025-03-02 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,3.4,2025-03-12 05:50:00,202,2025-03-12 05:50:00,2.7,2025-03-12 05:50:00,4.4,2025-03-12 05:50:00,96,2025-03-12 05:50:00,,,0.0,2025-03-12 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,15.9,2025-03-25 10:20:00,24,2025-03-25 10:20:00,1.6,2025-03-25 10:20:00,2.7,2025-03-25 10:20:00,71,2025-03-25 10:20:00,,,0.0,2025-03-29 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,15.9,2025-03-25 10:20:00,24,2025-03-25 10:20:00,1.6,2025-03-25 10:20:00,2.7,2025-03-25 10:20:00,71,2025-03-25 10:20:00,,,0.0,2025-03-29 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,3.9,2025-03-24 05:50:00,315,2025-03-24 05:50:00,3.2,2025-03-24 05:50:00,3.9,2025-03-24 05:50:00,93,2025-03-24 05:50:00,,,0.0,2025-03-24 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,9.1,2025-03-23 13:50:00,69,2025-03-23 13:50:00,7.1,2025-03-23 13:50:00,9.6,2025-03-23 13:50:00,76,2025-03-23 13:50:00,,,0.0,2025-03-23 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,1.1,2025-03-02 05:50:00,275,2025-03-02 05:50:00,2.5,2025-03-02 05:50:00,4.9,2025-03-02 05:50:00,94,2025-03-02 05:50:00,,,0.0,2025-03-02 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,10.2,2025-03-12 13:50:00,241,2025-03-12 13:50:00,1.1,2025-03-12 13:50:00,3.8,2025-03-12 13:50:00,57,2025-03-12 13:50:00,,,0.0,2025-03-12 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,15.9,2025-03-25 10:20:00,24,2025-03-25 10:20:00,1.6,2025-03-25 10:20:00,2.7,2025-03-25 10:20:00,71,2025-03-25 10:20:00,,,0.0,2025-03-28 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,-2.9,2025-03-19 21:50:00,183,2025-03-19 21:50:00,3.3,2025-03-19 21:50:00,4.4,2025-03-19 21:50:00,67,2025-03-19 21:50:00,,,0.0,2025-03-19 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,2.3,2025-03-16 21:50:00,53,2025-03-16 21:50:00,9.1,2025-03-16 21:50:00,10.8,2025-03-16 21:50:00,83,2025-03-16 21:50:00,,,0.0,2025-03-16 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,15.9,2025-03-25 10:20:00,24,2025-03-25 10:20:00,1.6,2025-03-25 10:20:00,2.7,2025-03-25 10:20:00,71,2025-03-25 10:20:00,,,0.0,2025-03-27 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,15.9,2025-03-25 10:20:00,24,2025-03-25 10:20:00,1.6,2025-03-25 10:20:00,2.7,2025-03-25 10:20:00,71,2025-03-25 10:20:00,,,0.0,2025-03-26 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,8.1,2025-03-15 13:50:00,8,2025-03-15 13:50:00,3.2,2025-03-15 13:50:00,3.6,2025-03-15 13:50:00,81,2025-03-15 13:50:00,,,0.0,2025-03-15 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,15.9,2025-03-25 10:20:00,24,2025-03-25 10:20:00,1.6,2025-03-25 10:20:00,2.7,2025-03-25 10:20:00,71,2025-03-25 10:20:00,,,0.0,2025-03-28 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,4.0,2025-03-01 13:50:00,301,2025-03-01 13:50:00,4.3,2025-03-01 13:50:00,8.0,2025-03-01 13:50:00,84,2025-03-01 13:50:00,,,0.0,2025-03-01 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,-3.4,2025-03-18 21:50:00,226,2025-03-18 21:50:00,3.1,2025-03-18 21:50:00,3.9,2025-03-18 21:50:00,84,2025-03-18 21:50:00,,,0.0,2025-03-18 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,16.2,2025-03-07 13:50:00,207,2025-03-07 13:50:00,2.4,2025-03-07 13:50:00,5.0,2025-03-07 13:50:00,35,2025-03-07 13:50:00,,,0.0,2025-03-07 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,7.8,2025-03-13 13:50:00,33,2025-03-13 13:50:00,3.3,2025-03-13 13:50:00,3.9,2025-03-13 13:50:00,72,2025-03-13 13:50:00,,,0.0,2025-03-13 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,3.4,2025-03-10 21:50:00,319,2025-03-10 21:50:00,5.0,2025-03-10 21:50:00,6.2,2025-03-10 21:50:00,96,2025-03-10 21:50:00,,,0.0,2025-03-10 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,15.9,2025-03-25 10:20:00,24,2025-03-25 10:20:00,1.6,2025-03-25 10:20:00,2.7,2025-03-25 10:20:00,71,2025-03-25 10:20:00,,,0.0,2025-03-28 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,9.5,2025-03-08 13:50:00,6,2025-03-08 13:50:00,0.8,2025-03-08 13:50:00,1.7,2025-03-08 13:50:00,66,2025-03-08 13:50:00,,,0.0,2025-03-08 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,1.6,2025-03-17 05:50:00,36,2025-03-17 05:50:00,9.3,2025-03-17 05:50:00,11.4,2025-03-17 05:50:00,66,2025-03-17 05:50:00,,,0.0,2025-03-17 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,3.1,2025-03-22 05:50:00,84,2025-03-22 05:50:00,5.7,2025-03-22 05:50:00,6.5,2025-03-22 05:50:00,76,2025-03-22 05:50:00,,,0.0,2025-03-22 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,1.3,2025-03-14 05:50:00,185,2025-03-14 05:50:00,2.0,2025-03-14 05:50:00,3.2,2025-03-14 05:50:00,89,2025-03-14 05:50:00,,,0.0,2025-03-14 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,13.2,2025-03-04 13:50:00,255,2025-03-04 13:50:00,4.9,2025-03-04 13:50:00,10.6,2025-03-04 13:50:00,59,2025-03-04 13:50:00,,,0.0,2025-03-04 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,1.6,2025-03-14 21:50:00,35,2025-03-14 21:50:00,3.3,2025-03-14 21:50:00,3.7,2025-03-14 21:50:00,88,2025-03-14 21:50:00,,,0.0,2025-03-14 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,4.6,2025-03-11 13:50:00,72,2025-03-11 13:50:00,2.3,2025-03-11 13:50:00,2.7,2025-03-11 13:50:00,90,2025-03-11 13:50:00,,,0.0,2025-03-11 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,1.5,2025-03-07 05:50:00,203,2025-03-07 05:50:00,3.7,2025-03-07 05:50:00,5.5,2025-03-07 05:50:00,81,2025-03-07 05:50:00,,,0.0,2025-03-07 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,3.3,2025-03-15 05:50:00,79,2025-03-15 05:50:00,4.4,2025-03-15 05:50:00,5.5,2025-03-15 05:50:00,88,2025-03-15 05:50:00,,,0.0,2025-03-15 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,6.8,2025-03-02 13:50:00,250,2025-03-02 13:50:00,2.8,2025-03-02 13:50:00,6.9,2025-03-02 13:50:00,82,2025-03-02 13:50:00,,,0.0,2025-03-02 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,9.8,2025-03-03 13:50:00,265,2025-03-03 13:50:00,4.0,2025-03-03 13:50:00,8.0,2025-03-03 13:50:00,60,2025-03-03 13:50:00,,,0.0,2025-03-03 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,6.4,2025-03-23 21:50:00,92,2025-03-23 21:50:00,2.9,2025-03-23 21:50:00,3.5,2025-03-23 21:50:00,81,2025-03-23 21:50:00,,,0.0,2025-03-23 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,14.3,2025-03-24 13:50:00,25,2025-03-24 13:50:00,2.0,2025-03-24 13:50:00,2.8,2025-03-24 13:50:00,70,2025-03-24 13:50:00,,,0.0,2025-03-24 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,-4.1,2025-03-17 21:50:00,241,2025-03-17 21:50:00,2.8,2025-03-17 21:50:00,4.6,2025-03-17 21:50:00,52,2025-03-17 21:50:00,,,0.0,2025-03-17 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,2.2,2025-03-01 21:50:00,276,2025-03-01 21:50:00,2.1,2025-03-01 21:50:00,4.3,2025-03-01 21:50:00,92,2025-03-01 21:50:00,,,0.0,2025-03-01 21:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,15.9,2025-03-25 10:20:00,24,2025-03-25 10:20:00,1.6,2025-03-25 10:20:00,2.7,2025-03-25 10:20:00,71,2025-03-25 10:20:00,,,0.1,2025-03-30 13:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,1.6,2025-03-03 05:50:00,242,2025-03-03 05:50:00,3.2,2025-03-03 05:50:00,6.9,2025-03-03 05:50:00,80,2025-03-03 05:50:00,,,0.0,2025-03-03 05:50:00
353140200,ŚWINOUJŚCIE,14.242222,53.923333,6.0,2025-03-23 05:50:00,112,2025-03-23 05:50:00,4.4,2025-03-23 05:50:00,7.9,2025-03-23 05:50:00,56,2025-03-23 05:50:00,,,0.0,2025-03-23 05:50:00
